record_id,field_id,date,state,district,crop,crop_variety,growth_stage,crop_age_days,area_acres,soil_type,soil_ph,nitrogen,phosphorus,potassium,soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,leaf_wetness_hours,sunlight_hours,irrigation_level,previous_disease,previous_pest,disease_history,pest_history,ndvi,vegetation_health,disease,disease_probability,pest,pest_probability,severity,risk_score,risk_level,recommended_action,data_source
REC_03892,FIELD_066,2025-10-09,Haryana,Karnal,Rice,MTU-1010,Panicle Initiation,66,7.5,Clay,6.74,109,41,45,83.3,22.5,88.0,12.3,0.61,25.8,7.7,3.9,Excessive,0,1,Moderate,High,0.646,77.5,Rice Blast,0.8,None,0.03,MEDIUM,51.5,MEDIUM,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_06831,FIELD_098,2025-06-29,Maharashtra,Nagpur,Chili,Guntur Sannam,Fruit Setting,104,4.3,Black Cotton,6.32,72,66,47,52.0,31.9,34.3,2.9,0.55,24.2,4.8,8.7,Adequate,0,0,None,Moderate,0.763,88.9,Chili Anthracnose,0.46,None,0.19,LOW,21.9,LOW,Spray Azoxystrobin 23% SC or Difenoconazole; pick diseased pods,synthetic_training_data
REC_09434,FIELD_028,2025-07-10,West Bengal,Hooghly,Potato,Kufri Chipsona,Sprouting,14,8.7,Loam,6.99,49,31,64,31.4,20.2,42.1,0.0,0.03,15.6,0.6,8.4,Deficit,1,1,High,High,0.619,66.9,Potato Black Scurf,0.78,None,0.04,MEDIUM,61.9,HIGH,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_01820,FIELD_004,2026-01-30,Uttar Pradesh,Meerut,Wheat,Sharbati Gold,Maturity,129,8.1,Loam,6.84,101,66,39,53.9,15.6,60.5,0.0,0.27,23.3,0.4,6.3,Adequate,0,0,Moderate,Low,0.797,80.9,Wheat Yellow Rust,0.56,None,0.15,LOW,28.9,LOW,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_06856,FIELD_023,2025-06-11,Madhya Pradesh,Ujjain,Soybean,JS-20-29,Emergence,14,1.6,Clay Loam,5.96,65,43,51,85.3,22.0,96.0,33.5,0.81,6.7,6.1,6.3,Rainfed,0,0,Moderate,Moderate,0.74,78.9,Soybean Rust,0.78,None,0.02,LOW,51.6,MEDIUM,Spray Hexaconazole 5% EC @ 2ml/L to lower canopy surfaces,synthetic_training_data
REC_02947,FIELD_087,2025-08-24,Gujarat,Banaskantha,Potato,Kufri Chipsona,Sprouting,13,3.1,Sandy Loam,6.34,85,41,67,62.6,12.1,45.4,0.0,0.07,20.0,2.5,7.7,Adequate,0,0,None,Low,0.79,95.1,None,0.21,None,0.08,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_02875,FIELD_068,2025-08-31,Gujarat,Dahod,Soybean,JS-20-29,Pod Formation,70,5.0,Black Cotton Soil,6.46,54,38,49,53.8,29.8,52.3,0.0,0.3,5.0,0.1,8.8,Rainfed,0,1,Low,High,0.73,69.7,Soybean Anthracnose,0.46,Stem Fly,0.48,MEDIUM,49.1,MEDIUM,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L,synthetic_training_data
REC_03775,FIELD_030,2025-06-12,West Bengal,Burdwan,Rice,MTU-1010,Maturity,122,15.0,Clay,6.73,93,54,52,55.1,32.7,46.9,0.0,0.15,24.1,0.9,7.7,Rainfed,0,0,None,Moderate,0.861,95.8,Bacterial Leaf Blight,0.47,None,0.03,LOW,22.0,LOW,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_08898,FIELD_042,2026-07-25,Haryana,Karnal,Rice,Pusa-44,Maturity,125,8.7,Alluvial,6.43,27,19,49,65.9,33.5,32.4,0.0,0.01,12.9,3.2,9.0,Adequate,1,0,High,Low,0.515,61.2,Bacterial Leaf Blight,0.78,None,0.09,HIGH,53.9,HIGH,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_03597,FIELD_052,2025-07-09,Haryana,Hisar,Wheat,HD-2967 Prime,Seedling,19,1.2,Alluvial,7.42,109,37,80,95.6,17.9,96.2,17.0,0.96,15.4,8.0,4.4,Excessive,1,1,High,High,0.534,37.2,Wheat Powdery Mildew,0.98,None,0.18,HIGH,83.3,CRITICAL,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_07434,FIELD_085,2026-07-03,Uttar Pradesh,Muzaffarnagar,Sugarcane,Co-0118,Germination,37,12.8,Alluvial Loam,5.99,104,38,24,61.3,36.3,75.6,0.8,0.55,26.3,2.5,7.3,Deficit,0,1,Moderate,High,0.775,86.6,None,0.06,None,0.17,LOW,10.4,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_01756,FIELD_014,2026-01-14,Karnataka,Vijayapura,Chickpea,JG-11,Branching,40,8.1,Sandy Loam,7.0,95,56,45,91.7,17.1,38.4,0.0,0.17,21.9,3.8,10.4,Excessive,1,0,High,Moderate,0.6,59.4,Chickpea Fusarium Wilt,0.79,None,0.18,HIGH,53.3,HIGH,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
REC_09780,FIELD_099,2025-07-28,Rajasthan,Kota,Wheat,Sharbati Gold,Milking,99,14.2,Clay Loam,6.22,87,72,41,92.2,11.1,81.0,50.4,0.88,16.2,15.0,6.2,Rainfed,0,1,None,High,0.607,50.9,Wheat Yellow Rust,0.71,None,0.11,MEDIUM,63.1,HIGH,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_04964,FIELD_064,2026-04-19,Gujarat,Rajkot,Cotton,Suraj,Seedling,14,6.7,Black Soil,7.17,112,31,37,55.8,37.2,71.1,0.0,0.16,15.1,4.4,6.4,Rainfed,0,1,None,High,0.491,38.0,Cotton Leaf Curl Virus,0.83,Thrips,0.9,HIGH,87.3,CRITICAL,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds Also Spray Spinosad 45 SC @ 0.3ml/L; avoid moisture stress,synthetic_training_data
REC_01341,FIELD_096,2026-02-28,Bihar,Khagaria,Maize,Bio-9681,Maturity,111,8.7,Loam,5.88,35,44,30,64.7,22.4,54.2,0.0,0.34,19.1,3.8,9.9,Rainfed,0,0,None,None,0.872,92.2,Northern Corn Leaf Blight,0.62,None,0.03,LOW,27.6,LOW,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation,synthetic_training_data
REC_09673,FIELD_059,2025-11-19,Karnataka,Mandya,Sugarcane,Co-0118,Maturity,282,1.1,Deep Black,7.74,42,27,67,42.9,32.6,54.7,0.0,0.13,10.0,1.2,10.8,Deficit,0,1,None,High,0.878,83.4,None,0.05,Termites,0.48,LOW,28.5,LOW,Apply Chlorpyrifos 20 EC or Fipronil 0.3% GR in furrow,synthetic_training_data
REC_07925,FIELD_002,2026-04-20,Madhya Pradesh,Sehore,Wheat,Sharbati Gold,Heading,89,6.5,Alluvial,6.89,92,33,45,57.1,21.1,43.3,0.0,0.03,26.5,4.9,6.2,Rainfed,1,1,High,High,0.373,46.8,Wheat Brown Rust,0.85,Aphids,0.96,HIGH,98.5,CRITICAL,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves Also Spray Thiamethoxam 25 WG @ 0.3g/L or 5% neem extract,synthetic_training_data
REC_08397,FIELD_093,2025-12-26,Punjab,Jalandhar,Potato,Kufri Pukhraj,Vegetative,33,7.6,Loam,7.51,111,44,30,60.6,18.8,60.6,3.2,0.46,19.0,1.9,10.1,Rainfed,0,1,None,High,0.428,43.3,Potato Black Scurf,0.73,Aphids,0.96,HIGH,79.6,CRITICAL,Tuber dip with Boric acid (3%) and practice earthing up Also Spray Imidacloprid 17.8 SL @ 0.4ml/L to prevent viral transmission,synthetic_training_data
REC_02506,FIELD_015,2025-08-26,Punjab,Ludhiana,Rice,MTU-1010,Tillering,51,14.4,Alluvial,7.28,83,59,51,76.4,26.7,62.1,1.5,0.42,18.5,1.7,10.9,Deficit,0,0,Moderate,None,0.749,83.6,None,0.07,Yellow Stem Borer,0.66,LOW,24.2,LOW,Apply Cartap hydrochloride 4G; install light traps,synthetic_training_data
REC_03567,FIELD_058,2025-07-19,Madhya Pradesh,Sehore,Wheat,WH-1105,Milking,106,6.0,Loam,7.22,90,33,64,91.8,11.3,87.6,31.3,0.76,21.0,6.0,4.6,Rainfed,0,1,None,High,0.747,73.2,Wheat Yellow Rust,0.64,None,0.09,MEDIUM,48.8,MEDIUM,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_07881,FIELD_083,2026-03-01,West Bengal,Burdwan,Rice,IR-64 High-Yield,Maturity,139,8.1,Clay,6.91,62,24,95,77.2,30.3,53.9,0.9,0.42,23.5,2.9,7.6,Deficit,0,0,None,Low,0.788,84.6,Bacterial Leaf Blight,0.7,None,0.13,LOW,27.8,LOW,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_03975,FIELD_058,2025-07-12,Uttar Pradesh,Meerut,Wheat,PBW-550 Early,Seedling,17,9.9,Clay Loam,6.16,37,51,68,53.0,20.9,63.0,0.0,0.07,17.3,0.3,7.3,Adequate,1,1,High,High,0.401,34.2,Wheat Brown Rust,0.93,Termites,0.79,HIGH,98.5,CRITICAL,Apply Tebuconazole 250 EC @ 1ml/L; monitor flag leaves Also Apply Chlorpyrifos 20 EC or Fipronil 5 SC in irrigation furrow,synthetic_training_data
REC_08474,FIELD_050,2025-10-24,West Bengal,Burdwan,Rice,Pusa-44,Heading,97,3.7,Clay,7.64,77,49,76,56.4,35.8,52.3,1.4,0.54,19.4,1.5,10.9,Adequate,0,1,None,High,0.723,89.2,None,0.1,None,0.04,LOW,9.6,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08259,FIELD_032,2025-12-14,Madhya Pradesh,Indore,Tomato,Arka Rakshak,Flowering,45,1.5,Loam,7.49,84,49,51,80.6,20.2,73.6,0.0,0.34,18.0,0.4,6.6,Excessive,1,1,High,High,0.484,67.8,Tomato Late Blight,0.84,None,0.09,HIGH,63.5,HIGH,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_05557,FIELD_059,2026-04-09,Karnataka,Haveri,Chili,Armoor,Flowering,72,8.1,Red Sandy,7.3,84,50,50,78.4,27.5,85.4,16.7,0.71,25.1,6.0,5.0,Excessive,0,0,Moderate,None,0.685,76.8,Chili Anthracnose,0.86,None,0.19,MEDIUM,44.6,MEDIUM,Spray Azoxystrobin 23% SC or Difenoconazole; pick diseased pods,synthetic_training_data
REC_06591,FIELD_087,2025-06-04,Karnataka,Dharwad,Groundnut,TMV-2,Seedling,16,13.3,Medium Black,7.23,105,31,69,58.5,24.1,45.8,0.0,0.28,18.6,3.9,8.9,Rainfed,0,1,Moderate,High,0.773,90.8,None,0.2,None,0.18,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_09720,FIELD_047,2025-12-15,Karnataka,Vijayapura,Chickpea,JAKI-9218,Flowering,50,4.5,Sandy Loam,7.44,51,37,33,43.6,20.9,41.9,0.0,0.02,26.9,2.4,9.9,Deficit,0,0,None,None,0.756,73.2,Chickpea Fusarium Wilt,0.7,None,0.19,MEDIUM,32.8,MEDIUM,Seed dress with Trichoderma viride; sow wilt-resistant cultivars,synthetic_training_data
REC_02860,FIELD_079,2026-04-19,Madhya Pradesh,Ujjain,Soybean,JS-20-29,Maturity,99,5.8,Clay Loam,6.16,75,80,32,88.5,31.9,34.7,0.0,0.11,21.5,3.9,7.9,Excessive,1,1,High,High,0.659,53.5,Soybean Anthracnose,0.77,None,0.16,HIGH,63.4,HIGH,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L,synthetic_training_data
REC_01234,FIELD_068,2025-09-21,Tamil Nadu,Erode,Sugarcane,CoM-0265,Maturity,353,9.0,Alluvial Loam,6.95,70,63,40,57.0,30.9,65.5,0.0,0.26,16.1,5.0,6.1,Adequate,0,1,Moderate,High,0.724,81.8,Sugarcane Smut,0.8,None,0.2,LOW,49.5,MEDIUM,Remove and incinerate whips in plastic bags; dip setts in Propiconazole,synthetic_training_data
REC_00851,FIELD_095,2026-05-04,Madhya Pradesh,Indore,Tomato,Arka Rakshak,Fruit Setting,68,11.6,Red Sandy,7.95,42,30,29,85.3,25.6,64.1,0.0,0.38,13.7,2.2,9.9,Excessive,1,0,High,Moderate,0.379,25.5,Tomato Leaf Curl,0.88,Fruit and Shoot Borer,0.59,HIGH,76.7,CRITICAL,Manage whitefly vectors with yellow traps and Imidacloprid 17.8 SL,synthetic_training_data
REC_09563,FIELD_043,2025-06-17,Rajasthan,Kota,Wheat,PBW-550 Early,Milking,114,12.2,Loam,6.33,109,73,58,26.4,16.4,61.2,0.0,0.2,11.8,0.8,9.5,Deficit,1,1,High,High,0.517,58.7,Wheat Powdery Mildew,0.97,None,0.08,HIGH,69.6,HIGH,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_03885,FIELD_054,2025-07-11,Kerala,Thrissur,Banana,Rasthali,Planting,47,7.3,Deep Loam,6.27,64,52,77,79.5,20.4,84.8,53.7,0.87,7.3,13.7,4.5,Excessive,0,0,Moderate,Moderate,0.752,87.0,None,0.22,None,0.18,LOW,18.4,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_02325,FIELD_057,2026-04-03,Gujarat,Rajkot,Cotton,Bollgard-II,Square Formation,73,8.4,Black Soil,6.24,79,55,15,53.9,37.0,97.2,16.5,0.83,26.6,11.9,5.4,Deficit,0,1,None,High,0.654,58.6,Cotton Leaf Curl Virus,0.68,None,0.12,HIGH,54.3,HIGH,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_09931,FIELD_048,2025-07-04,Maharashtra,Kolhapur,Sugarcane,Co-0238 Champion,Germination,36,8.4,Clay Loam,6.33,45,40,25,83.1,36.9,75.7,43.2,0.99,6.1,11.3,5.9,Rainfed,1,0,High,None,0.603,51.4,Sugarcane Red Rot,0.85,None,0.1,HIGH,67.8,HIGH,Rogue infected clumps; drench root zone with Trichoderma; ensure drainage,synthetic_training_data
REC_00217,FIELD_016,2025-12-09,Maharashtra,Nashik,Tomato,Sivaji F1,Seedling,18,3.3,Sandy Loam,7.21,97,33,34,64.4,18.8,60.5,0.0,0.36,11.0,4.8,6.2,Rainfed,0,1,Moderate,High,0.662,77.0,Tomato Late Blight,0.66,None,0.18,MEDIUM,42.3,MEDIUM,Apply Metalaxyl + Mancozeb preventively; rogue out infected plants,synthetic_training_data
REC_03165,FIELD_017,2026-04-09,Andhra Pradesh,Krishna,Rice,Pusa-44,Milking,119,2.6,Alluvial,6.8,58,20,42,67.0,25.1,77.4,2.9,0.52,26.1,1.3,7.6,Deficit,0,0,Moderate,Low,0.728,84.5,Rice Blast,0.67,None,0.06,LOW,29.0,LOW,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_07901,FIELD_073,2025-12-14,Haryana,Hisar,Wheat,WH-1105,Heading,88,11.9,Clay Loam,6.27,76,33,42,92.5,15.4,87.6,44.0,0.71,14.0,8.7,6.0,Excessive,0,0,Moderate,None,0.667,78.1,Wheat Yellow Rust,0.8,None,0.02,MEDIUM,49.8,MEDIUM,Foliar spray of Propiconazole 25 EC @ 1ml/L at first stripe sighting,synthetic_training_data
REC_08625,FIELD_011,2026-01-16,Uttar Pradesh,Varanasi,Rice,Swarna Medium,Maturity,129,11.9,Clay Loam,6.74,47,21,57,74.8,22.3,65.0,0.0,0.25,15.0,2.4,10.1,Adequate,0,0,Moderate,None,0.721,90.1,None,0.09,None,0.02,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_09424,FIELD_004,2025-07-13,Punjab,Bathinda,Cotton,Suraj,Seedling,17,1.9,Black Soil,6.36,79,28,36,54.3,31.8,35.5,0.0,0.2,21.9,2.5,7.3,Rainfed,0,1,Moderate,High,0.469,29.7,Cotton Leaf Curl Virus,0.69,Thrips,0.96,HIGH,80.9,CRITICAL,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds Also Spray Spinosad 45 SC @ 0.3ml/L; avoid moisture stress,synthetic_training_data
REC_00592,FIELD_095,2026-03-13,Bihar,Patna,Potato,Kufri Chandramukhi,Tuber Bulking,75,6.7,Alluvial,6.91,56,63,51,71.5,17.0,66.3,1.8,0.42,17.7,1.7,10.5,Deficit,0,1,Moderate,High,0.624,65.8,Potato Late Blight,0.52,Aphids,0.47,MEDIUM,55.1,HIGH,Spray Cymoxanil 8% + Mancozeb 64% WP upon morning blight advisory,synthetic_training_data
REC_01195,FIELD_048,2026-02-12,Punjab,Bathinda,Cotton,Suraj,Seedling,14,5.1,Deep Clay,6.72,54,36,66,81.1,29.8,33.0,0.0,0.23,16.1,0.5,9.7,Excessive,0,0,Low,Moderate,0.812,89.4,Cotton Leaf Curl Virus,0.39,None,0.04,LOW,19.3,LOW,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_06139,FIELD_093,2026-07-19,Haryana,Karnal,Rice,Basmati-Super,Tillering,33,1.7,Clay Loam,6.52,99,14,52,79.7,27.5,92.5,35.8,0.57,19.6,13.1,4.7,Rainfed,0,1,Moderate,High,0.354,39.1,Rice Blast,0.79,Brown Planthopper,0.88,HIGH,97.3,CRITICAL,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water Also Apply Pymetrozine 50 WG @ 0.6g/L; alternate wetting and drying,synthetic_training_data
REC_03038,FIELD_057,2026-03-05,Telangana,Warangal,Rice,MTU-1010,Booting,81,5.3,Alluvial,5.35,89,44,70,75.6,26.8,64.8,0.0,0.32,11.5,2.4,9.3,Adequate,0,0,Moderate,None,0.789,80.2,None,0.11,None,0.19,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_07839,FIELD_098,2026-04-09,Gujarat,Junagadh,Groundnut,TMV-2,Pod Development,94,1.7,Medium Black,6.26,20,59,50,67.0,29.6,74.7,0.6,0.48,15.8,0.4,8.7,Deficit,0,0,Moderate,Moderate,0.865,91.8,None,0.14,Spodoptera Cutworm,0.71,LOW,28.1,LOW,Spray SlNPV @ 250 LE/ha or Emamectin Benzoate 5 SG,synthetic_training_data
REC_08029,FIELD_004,2026-02-15,Madhya Pradesh,Sehore,Wheat,WH-1105,Jointing,71,12.1,Clay Loam,6.23,95,32,40,79.8,16.8,58.3,0.0,0.36,9.1,1.3,8.2,Excessive,0,1,Moderate,High,0.592,52.1,Wheat Powdery Mildew,0.7,Aphids,0.48,MEDIUM,56.8,HIGH,Apply Wettable Sulfur (0.2%) or Hexaconazole 5 EC,synthetic_training_data
REC_01472,FIELD_001,2026-07-06,Andhra Pradesh,Krishna,Rice,IR-64 High-Yield,Heading,98,11.8,Alluvial,7.18,57,33,23,53.9,35.2,65.7,0.0,0.39,16.0,3.2,6.3,Rainfed,0,1,None,High,0.721,91.9,None,0.04,None,0.11,LOW,13.5,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_08448,FIELD_012,2026-01-25,Maharashtra,Nagpur,Cotton,Bt-Cotton-II,Square Formation,61,10.2,Medium Black,6.5,54,30,61,68.5,30.7,39.5,0.0,0.23,15.1,2.5,7.6,Adequate,0,0,None,Low,0.78,87.1,Cotton Leaf Curl Virus,0.65,None,0.13,LOW,31.0,LOW,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_08358,FIELD_024,2025-11-08,Rajasthan,Kota,Soybean,MACS-1407,Vegetative,26,1.7,Black Cotton Soil,7.55,60,42,79,91.1,29.7,75.1,43.6,0.56,17.3,15.6,3.2,Excessive,0,0,None,Low,0.334,44.5,Soybean Anthracnose,0.72,Stem Fly,0.81,HIGH,81.5,CRITICAL,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L Also Seed treatment with Thiamethoxam 30 FS; foliar spray of Quinalphos,synthetic_training_data
REC_09131,FIELD_095,2026-03-04,Maharashtra,Nagpur,Chili,Pusa Jwala,Vegetative,59,4.9,Loam,7.53,104,42,26,57.2,21.7,49.2,0.0,0.23,13.9,3.5,9.2,Adequate,0,0,Low,None,0.732,94.3,None,0.16,None,0.17,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_04350,FIELD_074,2026-02-24,Karnataka,Mandya,Sugarcane,CoM-0265,Germination,22,11.5,Clay Loam,6.89,36,36,36,66.7,37.3,92.9,13.9,0.89,4.1,5.5,2.1,Rainfed,0,0,Low,Moderate,0.737,92.6,None,0.16,None,0.16,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_07595,FIELD_058,2025-10-28,Maharashtra,Aurangabad,Maize,Bio-9681,Maturity,101,1.4,Sandy Loam,7.55,123,33,31,53.1,20.6,31.8,0.0,0.28,24.3,2.0,9.8,Rainfed,0,1,None,High,0.733,76.8,Common Corn Rust,0.54,None,0.13,LOW,34.7,MEDIUM,Spray Propiconazole 25 EC @ 1ml/L at first golden pustule,synthetic_training_data
REC_04318,FIELD_033,2025-06-06,Punjab,Ludhiana,Rice,MTU-1010,Seedling,19,8.1,Clay Loam,6.35,104,53,47,74.0,20.3,38.2,1.1,0.42,27.7,4.6,8.4,Rainfed,0,0,None,Low,0.808,83.6,Rice Blast,0.43,None,0.1,LOW,16.4,LOW,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_00812,FIELD_052,2026-03-25,Telangana,Nizamabad,Maize,PAC-751,Knee High,29,13.3,Sandy Loam,7.33,63,34,25,91.5,25.4,91.1,39.9,0.56,25.1,9.5,5.4,Deficit,0,0,None,Moderate,0.71,79.8,Northern Corn Leaf Blight,0.76,None,0.07,LOW,51.4,MEDIUM,Apply Azoxystrobin + Difenoconazole; avoid sprinkler irrigation,synthetic_training_data
REC_02214,FIELD_021,2025-08-24,Punjab,Ludhiana,Rice,MTU-1010,Panicle Initiation,67,3.5,Alluvial,6.4,51,26,35,66.7,26.7,60.1,0.0,0.08,4.7,3.6,9.6,Adequate,0,0,Moderate,Moderate,0.825,82.5,Rice Blast,0.57,None,0.08,LOW,26.4,LOW,Apply Tricyclazole 75 WP @ 0.6g/L; drain excess water,synthetic_training_data
REC_00466,FIELD_041,2026-04-21,Telangana,Adilabad,Pigeon Pea,BSMR-736,Flowering,110,5.8,Loam,6.39,24,62,42,83.6,29.2,89.0,40.4,0.91,17.5,13.9,3.1,Rainfed,1,0,High,None,0.528,44.7,Chickpea Fusarium Wilt,0.95,None,0.1,HIGH,78.0,CRITICAL,Crop rotation with sorghum; soil application of Trichoderma,synthetic_training_data
REC_07331,FIELD_091,2026-06-09,Tamil Nadu,Erode,Sugarcane,CoM-0265,Maturity,298,13.1,Alluvial Loam,6.27,63,50,46,89.1,30.7,84.0,15.7,0.88,23.1,15.4,2.2,Excessive,1,1,High,High,0.409,26.9,Sugarcane Red Rot,0.98,None,0.13,HIGH,80.6,CRITICAL,Rogue infected clumps; drench root zone with Trichoderma; ensure drainage,synthetic_training_data
REC_01346,FIELD_071,2025-07-20,Punjab,Bathinda,Cotton,RCH-659 Hybrid,Seedling,22,4.5,Medium Black,7.33,64,47,62,71.6,25.8,77.5,16.0,0.87,14.9,9.9,4.7,Adequate,0,0,Low,Low,0.821,90.4,None,0.12,None,0.09,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_02493,FIELD_033,2025-08-15,Andhra Pradesh,Guntur,Cotton,Suraj,Boll Formation,124,1.6,Medium Black,5.57,86,35,44,88.9,36.8,85.8,50.4,0.94,9.7,12.5,4.7,Adequate,0,0,Low,None,0.673,77.2,Cotton Leaf Curl Virus,0.79,None,0.06,LOW,50.6,MEDIUM,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_09163,FIELD_098,2025-06-17,Maharashtra,Amravati,Soybean,JS-335 Standard,Emergence,11,8.1,Black Cotton Soil,6.95,20,53,69,89.2,27.4,85.9,53.5,0.88,12.4,12.2,6.4,Excessive,0,1,Low,High,0.634,56.3,Soybean Anthracnose,0.79,None,0.15,MEDIUM,63.3,HIGH,Apply Carbendazim 12% + Mancozeb 63% WP @ 2g/L,synthetic_training_data
REC_09337,FIELD_092,2025-08-17,Andhra Pradesh,Guntur,Cotton,Bollgard-II,Seedling,18,3.1,Black Soil,6.58,80,48,41,79.5,34.0,85.6,29.7,0.96,4.4,10.6,4.8,Deficit,1,0,High,Low,0.598,54.8,Cotton Leaf Curl Virus,0.98,None,0.09,HIGH,68.1,HIGH,Control whitefly vectors using Diafenthiuron 50 WP; remove infected weeds,synthetic_training_data
REC_00388,FIELD_077,2025-08-20,Haryana,Karnal,Rice,Swarna Medium,Milking,112,5.8,Clay Loam,7.23,66,50,19,52.2,29.4,60.0,0.0,0.31,17.0,2.0,7.3,Adequate,0,1,Moderate,High,0.702,78.3,Bacterial Leaf Blight,0.56,Yellow Stem Borer,0.47,MEDIUM,50.8,MEDIUM,Apply Copper Oxychloride 50 WP with Streptomycin; ensure drainage,synthetic_training_data
REC_02664,FIELD_081,2025-06-28,Maharashtra,Kolhapur,Sugarcane,Co-0238 Champion,Tillering,58,13.2,Clay Loam,5.75,131,43,21,71.3,29.9,55.1,0.0,0.15,25.3,4.1,8.6,Adequate,0,0,Moderate,None,0.599,63.2,Sugarcane Smut,0.79,Shoot Borer,0.8,MEDIUM,68.1,HIGH,Remove and incinerate whips in plastic bags; dip setts in Propiconazole Also Earthing up at 45 DAP; release Trichogramma chilonis egg parasitoids,synthetic_training_data
REC_06461,FIELD_061,2026-01-19,Tamil Nadu,Coimbatore,Groundnut,GG-20 Bold,Pegging,67,12.1,Red Sandy Loam,7.39,60,38,56,79.2,26.4,90.9,47.3,0.62,12.4,14.9,4.7,Deficit,1,1,High,High,0.355,43.1,Tikka Leaf Spot,0.98,None,0.02,HIGH,90.2,CRITICAL,Spray Carbendazim + Mancozeb @ 2g/L; avoid water stagnation,synthetic_training_data
REC_01233,FIELD_063,2026-04-25,Gujarat,Banaskantha,Potato,Kufri Bahar,Stolon Formation,52,5.0,Loam,6.22,58,28,52,60.1,23.7,61.3,0.0,0.32,15.9,3.1,8.6,Rainfed,1,1,High,High,0.528,27.0,Potato Black Scurf,0.9,Flea Beetles,0.5,HIGH,84.4,CRITICAL,Tuber dip with Boric acid (3%) and practice earthing up,synthetic_training_data
REC_03697,FIELD_079,2026-07-16,Madhya Pradesh,Khargone,Chili,Teja,Fruit Setting,109,6.7,Red Sandy,6.25,46,47,40,84.3,25.3,59.4,0.0,0.33,5.3,5.0,7.5,Excessive,0,0,None,Moderate,0.726,82.2,None,0.14,None,0.05,LOW,8.0,LOW,Maintain regular monitoring and standard agronomic hygiene.,synthetic_training_data
REC_06614,FIELD_039,2025-07-31,Karnataka,Dharwad,Groundnut,TAG-24 Early,Pod Development,103,14.9,Sandy Loam,7.58,65,10,78,86.6,31.2,77.7,25.9,0.71,22.1,15.6,4.9,Rainfed,1,0,High,Low,0.512,33.9,Groundnut Collar Rot,0.98,Spodoptera Cutworm,0.78,HIGH,98.5,CRITICAL,Seed treatment with Trichoderma harzianum; avoid deep planting Also Spray SlNPV @ 250 LE/ha or Emamectin Benzoate 5 SG,synthetic_training_data
